customer_id,first_name,last_name,email,country,city,created_at,customer_segment,lifetime_value,avg_order_value,order_frequency,preferred_categories,is_vip,newsletter_subscriber,mobile_app_user,last_active_date
CUST-2025-000030,Lucie,Fechner,lucie.fechner@gmail.com,US,Málaga,2025-04-02,Regular,1884.89,92.59,3.8,Books,False,True,True,2025-11-05
CUST-2025-000031,Giuseppe,Heuser,giuseppe.heuser@hotmail.com,US,Mayen,2024-01-25,Premium,6053.23,274.27,8.6,"Electronics,Books",True,True,False,2024-08-14
CUST-2025-000032,Hugues,Hoz,hugues.hoz@free.fr,CA,Bad Kreuznach,2023-02-13,Budget,191.43,71.48,2.2,Health & Beauty,False,True,False,2023-12-25
CUST-2025-000033,Arthur,Dippel,arthur.dippel@yahoo.de,ES,Mellrichstadt,2025-07-25,Budget,387.29,29.71,2.4,"Electronics,Health & Beauty,Home & Garden",False,True,False,2025-11-24
CUST-2025-000034,Ascensión,Guillet,ascensión.guillet@googlemail.com,US,Sulzbach-Rosenberg,2023-05-18,Enterprise,20254.15,798.56,10.5,"Electronics,Fashion",False,True,True,2025-11-01
CUST-2025-000035,Hans-Georg,Metz,hans-georg.metz@live.com,US,Richardston,2024-07-18,Budget,531.98,38.98,1.7,"Home & Garden,Books,Sports",False,True,False,2025-07-27
CUST-2025-000036,Florinda,Sacristán,florinda.sacristán@hotmail.com,US,Parsberg,2025-08-07,Regular,1003.13,105.62,4.1,"Health & Beauty,Fashion,Books",False,True,False,2025-12-24
CUST-2025-000037,Prudencia,Rodriguez,prudencia.rodriguez@hotmail.fr,US,Alicante,2023-12-29,Enterprise,17561.44,772.65,17.3,"Fashion,Home & Garden",False,True,True,2025-11-04
CUST-2025-000038,Loida,Antoine,loida.antoine@laposte.net,FR,Devauxdan,2023-10-10,Enterprise,20080.88,296.66,6.9,"Fashion,Health & Beauty,Home & Garden",True,True,False,2024-08-27
CUST-2025-000039,Alix,Rivas,alix.rivas@hotmail.de,DE,Aubrynec,2025-04-10,Budget,304.59,46.56,2.3,"Home & Garden,Sports",False,True,False,2025-07-30
CUST-2025-000040,Richard,Fournier,richard.fournier@gmail.com,US,Saint Charles,2024-04-04,Budget,520.82,71.28,1.9,"Sports,Fashion",False,True,True,2024-10-19
CUST-2025-000041,Isabelle,Textor,isabelle.textor@club-internet.fr,US,Pasewalk,2024-05-30,Regular,1204.66,126.51,4.9,"Fashion,Sports,Electronics",False,True,False,2025-04-20
CUST-2025-000042,Elvira,Scheel,elvira.scheel@gmail.com,US,Nordhausen,2023-07-17,Budget,470.18,90.54,2.9,"Electronics,Books",False,True,True,2024-09-05
CUST-2025-000043,Nicole,Wells,nicole.wells@gmail.com,GB,Lake Robert,2024-01-27,Budget,411.3,45.95,1.9,"Health & Beauty,Fashion",False,True,False,2025-02-24
CUST-2025-000044,Megan,Gros,megan.gros@gmail.com,US,North Angelaville,2024-10-15,Enterprise,15399.21,362.22,15.0,Sports,False,False,False,2025-03-31
CUST-2025-000045,Germán,Garmendia,germán.garmendia@yahoo.com,IT,Aue,2024-07-25,Budget,486.51,49.78,2.4,Home & Garden,False,True,True,2025-01-30
CUST-2025-000046,Jason,Calvet,jason.calvet@gmail.com,CA,Huesca,2024-02-06,Regular,1849.88,136.18,3.1,Sports,False,False,False,2024-08-01
CUST-2025-000047,Jeannine,Lerma,jeannine.lerma@gmail.com,IT,Sevilla,2023-04-22,Budget,262.34,48.4,2.0,"Fashion,Home & Garden",False,True,False,2023-08-30
CUST-2025-000048,Florencio,Alemany,florencio.alemany@hotmail.com,US,North Kenneth,2024-05-28,Budget,429.26,60.84,1.7,Sports,False,True,False,2025-08-18
CUST-2025-000049,Philipp,Boucsein,philipp.boucsein@orange.fr,GB,Christensenchester,2024-01-19,Premium,6938.62,185.94,7.2,"Home & Garden,Fashion",False,True,False,2025-07-14
CUST-2025-000050,Aaron,Owens,aaron.owens@gmail.com,CA,Sevilla,2024-02-04,Budget,263.97,47.48,2.0,"Home & Garden,Fashion,Electronics",False,False,True,2025-08-16
CUST-2025-000051,Timothy,Woods,timothy.woods@yahoo.com,US,Saint Virginie,2024-09-13,Regular,2025.86,108.4,3.2,"Books,Fashion",False,True,True,2025-08-29
CUST-2025-000052,Bernarda,Martel,bernarda.martel@gmail.com,US,Mallersdorf,2025-04-07,Regular,1814.99,68.95,4.2,"Home & Garden,Electronics,Health & Beauty",False,True,True,2025-12-19
CUST-2025-000053,Paul,Barba,paul.barba@hotmail.de,US,Luceroville,2023-07-13,Budget,735.86,49.57,1.0,Home & Garden,False,True,False,2025-08-04
CUST-2025-000054,Javier,Garmendia,javier.garmendia@hotmail.com,DE,Angermünde,2023-07-02,Enterprise,11812.95,383.5,10.6,"Electronics,Health & Beauty",False,True,False,2025-06-09
CUST-2025-000055,Franz-Xaver,Techer,franz-xaver.techer@yahoo.com,FR,Sebnitz,2023-12-21,Regular,1387.19,166.18,4.0,"Health & Beauty,Home & Garden",False,False,False,2025-06-13
CUST-2025-000056,Veit,Maxwell,veit.maxwell@yahoo.com,CA,Saint Philippineboeuf,2023-06-30,Regular,991.51,173.58,3.2,"Health & Beauty,Fashion,Sports",False,True,False,2025-01-15
CUST-2025-000057,Ruperto,Marin,ruperto.marin@gmail.com,CA,Bernburg,2025-01-27,Premium,3511.29,317.13,10.0,"Health & Beauty,Sports,Home & Garden",False,True,False,2025-02-01
CUST-2025-000058,Michelle,Gerlach,michelle.gerlach@hotmail.com,US,Williamsview,2023-02-18,Regular,1254.35,103.31,3.6,"Home & Garden,Fashion,Electronics",False,False,True,2023-09-03
CUST-2025-000059,Jean,Tejada,jean.tejada@wanadoo.fr,US,Ciudad,2024-08-03,Premium,4505.82,412.94,6.2,"Sports,Health & Beauty",False,True,False,2025-02-07
CUST-2025-000060,Pauline,Aguirre,pauline.aguirre@hotmail.com,DE,Belzig,2024-12-27,Regular,1882.73,107.43,4.3,"Electronics,Sports",False,True,False,2025-11-07
CUST-2025-000061,Ambrosio,Weitzel,ambrosio.weitzel@aol.de,GB,Döbeln,2025-04-12,Regular,1755.37,131.63,2.3,Books,False,True,False,2025-05-05
CUST-2025-000062,Catherine,Boulanger,catherine.boulanger@gmx.de,AU,Erding,2023-09-29,Premium,5555.78,290.38,8.2,"Electronics,Home & Garden,Books",False,True,False,2024-03-22
CUST-2025-000063,Luka,Diaz,luka.diaz@yahoo.com,FR,Leconte-la-Forêt,2024-11-13,Regular,1029.48,134.86,5.1,"Home & Garden,Fashion,Sports",False,True,False,2025-03-22
CUST-2025-000064,Mark,Goodman,mark.goodman@gmail.com,FR,Hansonburgh,2025-10-27,Enterprise,13734.96,1024.61,12.3,Electronics,False,True,True,2025-11-27
CUST-2025-000065,Lucas,Scholz,lucas.scholz@hotmail.com,FR,West Walterfurt,2024-12-11,Premium,4411.86,449.72,8.4,"Home & Garden,Fashion",False,True,True,2025-09-13
CUST-2025-000066,Henriette,Berg,henriette.berg@googlemail.com,FR,Amandaburgh,2023-01-14,Enterprise,21530.8,884.96,12.1,"Home & Garden,Electronics",False,True,True,2025-09-21
CUST-2025-000067,Tracy,Juncken,tracy.juncken@yahoo.com,CA,Pontevedra,2023-12-22,Regular,2177.51,161.72,6.2,"Fashion,Home & Garden,Health & Beauty",False,True,False,2025-02-10
CUST-2025-000068,Sherri,Leroux,sherri.leroux@web.de,AU,Bautzen,2023-10-28,Enterprise,4342.26,720.94,14.0,"Electronics,Health & Beauty",True,True,True,2025-02-18
CUST-2025-000069,Justin,Strickland,justin.strickland@hotmail.de,AU,Wolmirstedt,2025-05-08,Budget,557.21,39.98,2.4,"Electronics,Fashion,Home & Garden",False,True,True,2025-08-02
CUST-2025-000070,Pamela,Cordier,pamela.cordier@yahoo.com,DE,Salamanca,2025-02-07,Regular,671.44,100.29,5.6,Sports,False,True,False,2025-09-22
CUST-2025-000071,Heribert,Jockel,heribert.jockel@hotmail.com,FR,East Nichole,2025-11-17,Budget,379.43,51.79,2.3,"Electronics,Fashion,Sports",False,False,True,2025-12-04
CUST-2025-000072,Paulette,Marín,paulette.marín@gmail.com,CA,Allard,2025-01-19,Budget,340.88,82.65,2.3,"Home & Garden,Sports",False,True,True,2025-08-22
CUST-2025-000073,Bibiana,Núñez,bibiana.núñez@gmail.com,FR,Rayfort,2024-11-30,Budget,317.29,50.41,1.6,"Fashion,Home & Garden",False,True,False,2025-08-24
CUST-2025-000074,Phillip,Ferguson,phillip.ferguson@hotmail.com,CA,Döbeln,2023-05-04,Regular,1615.84,75.79,4.1,"Health & Beauty,Electronics,Home & Garden",False,True,True,2025-06-01
CUST-2025-000075,Matthieu,Bähr,matthieu.bähr@hotmail.com,GB,Allard,2023-12-16,Premium,3938.63,245.79,6.9,"Home & Garden,Electronics",False,True,True,2025-10-21
CUST-2025-000076,Jennifer,Henck,jennifer.henck@yahoo.com,US,West Dawnfurt,2025-02-05,Regular,1357.1,82.69,5.1,Health & Beauty,False,True,True,2025-05-27
CUST-2025-000077,Marciano,Franklin,marciano.franklin@hotmail.com,IT,West Aprilfort,2024-11-05,Premium,1418.23,285.97,8.0,Home & Garden,False,True,False,2025-07-14
CUST-2025-000078,Margaret,Smith,margaret.smith@yahoo.com,US,Marquezbury,2024-03-22,Regular,1442.51,159.2,4.3,Fashion,False,True,True,2024-05-16
CUST-2025-000079,Andrew,Martinez,andrew.martinez@free.fr,US,Lebreton,2023-11-03,Premium,4110.45,383.04,4.6,"Home & Garden,Fashion,Electronics",True,False,False,2025-02-24
CUST-2025-000080,Pierre,Singleton,pierre.singleton@noos.fr,US,Granada,2024-01-03,Budget,385.33,36.77,2.5,Books,False,True,True,2025-03-12
CUST-2025-000081,Bianka,Román,bianka.román@hotmail.com,GB,Burglengenfeld,2023-10-27,Regular,1117.34,65.39,4.9,"Home & Garden,Sports,Health & Beauty",False,True,True,2025-07-08
CUST-2025-000082,Joshua,Hänel,joshua.hänel@hotmail.fr,CA,Dubois,2024-01-07,Regular,2227.45,112.21,4.0,"Fashion,Electronics,Sports",False,True,False,2024-03-07
CUST-2025-000083,Diane,Etzold,diane.etzold@yahoo.com,US,Lleida,2024-04-28,Regular,1572.82,185.4,4.3,"Home & Garden,Health & Beauty,Sports",False,True,False,2024-11-17
CUST-2025-000084,Romuald,Redondo,romuald.redondo@gmail.com,US,Bigot-sur-Chauvin,2024-02-15,Budget,367.87,32.0,2.1,"Electronics,Fashion,Sports",False,True,False,2024-07-07
CUST-2025-000085,Ladislaus,Carballo,ladislaus.carballo@orange.fr,US,Guzmanfurt,2024-04-18,Budget,257.35,65.23,1.8,"Books,Sports",False,True,True,2024-12-26
CUST-2025-000086,Benita,Sontag,benita.sontag@yahoo.de,FR,South Pamela,2024-11-22,Regular,1875.25,106.32,4.3,"Fashion,Health & Beauty",False,True,False,2025-07-14
CUST-2025-000087,Chucho,Ullrich,chucho.ullrich@gmail.com,AU,León,2025-05-18,Premium,6024.4,284.28,8.6,"Home & Garden,Electronics,Sports",False,False,True,2025-07-22
CUST-2025-000088,Serge,Soto,serge.soto@aol.de,DE,Toussaint,2023-07-06,Regular,1386.05,131.43,4.5,Electronics,False,True,False,2025-12-20
CUST-2025-000089,Catherine,Schleich,catherine.schleich@gmail.com,US,Badajoz,2024-04-21,Premium,4097.54,369.19,9.0,Fashion,False,True,False,2025-09-02
CUST-2025-000090,Julien,Mccormick,julien.mccormick@yahoo.de,US,Güstrow,2025-11-25,Premium,5104.78,275.35,8.6,"Home & Garden,Sports",True,True,True,2025-12-10
CUST-2025-000091,Elisabet,Oestrovsky,elisabet.oestrovsky@gmail.com,IT,Sainte Jeanne,2025-12-19,Budget,388.42,64.87,1.4,Books,False,True,True,2025-12-26
CUST-2025-000092,Guy,Reuter,guy.reuter@yahoo.com,FR,Cantabria,2025-01-28,Budget,266.04,61.42,1.8,"Books,Health & Beauty,Home & Garden",False,False,False,2025-06-17
CUST-2025-000093,Gilles,Stevens,gilles.stevens@googlemail.com,ES,Cáceres,2025-09-10,Budget,412.87,81.36,2.3,Fashion,False,True,True,2025-11-11
CUST-2025-000094,Claudius,Hein,claudius.hein@tiscali.fr,US,Lamyboeuf,2025-04-22,Regular,1271.21,193.26,4.2,Electronics,False,True,True,2025-12-06
CUST-2025-000095,Abril,Robert,abril.robert@googlemail.com,DE,VerdierVille,2024-07-27,Regular,1518.36,123.26,4.4,"Books,Electronics",False,False,True,2024-09-26
CUST-2025-000096,Claire,Carlier,claire.carlier@hotmail.fr,US,Álava,2023-03-26,Premium,4771.77,191.05,8.8,"Fashion,Sports,Electronics",False,True,True,2025-06-12
CUST-2025-000097,Amalia,Peñalver,amalia.peñalver@gmx.de,ES,Bad Liebenwerda,2025-11-13,Budget,305.84,78.17,2.1,Health & Beauty,False,True,True,2025-12-18
CUST-2025-000098,Jules,Guillén,jules.guillén@hotmail.com,DE,New James,2025-02-09,Regular,1552.1,158.9,3.8,"Home & Garden,Books",False,True,False,2025-07-07
CUST-2025-000099,Frank-Peter,Griffin,frank-peter.griffin@yahoo.com,US,Murphyburgh,2025-01-30,Premium,6393.43,437.0,8.2,Health & Beauty,False,True,True,2025-12-07
CUST-2025-000100,Tito,Perez,tito.perez@gmail.com,US,Jaén,2023-01-14,Regular,1730.43,74.25,3.1,Electronics,False,True,True,2024-12-22
CUST-2025-000101,Telmo,Torres,telmo.torres@hotmail.com,FR,Guipúzcoa,2024-05-26,Budget,498.38,88.49,1.7,"Home & Garden,Electronics",False,False,True,2024-06-23
CUST-2025-000102,Frieder,Cordero,frieder.cordero@googlemail.com,DE,Shannonbury,2024-03-03,Regular,2079.14,111.04,5.0,"Fashion,Home & Garden,Sports",False,True,True,2024-07-09
CUST-2025-000103,Felizitas,Roux,felizitas.roux@laposte.net,US,Ciudad,2025-06-25,Premium,5544.93,403.26,10.8,"Sports,Home & Garden,Electronics",True,True,True,2025-08-16
CUST-2025-000104,Jürgen,Kruschwitz,jürgen.kruschwitz@gmail.com,AU,New Kevin,2025-03-16,Regular,1328.58,154.79,4.8,"Health & Beauty,Books",False,True,False,2025-12-17
CUST-2025-000105,David,Sandoval,david.sandoval@yahoo.com,US,Powellfort,2024-04-28,Budget,349.16,51.02,2.4,Electronics,False,True,True,2024-06-24
CUST-2025-000106,Brittany,Olivier,brittany.olivier@bouygtel.fr,ES,Rey,2024-01-22,Enterprise,10305.12,617.39,11.5,"Health & Beauty,Electronics,Home & Garden",False,True,False,2025-11-10
CUST-2025-000107,Bianca,Pereira,bianca.pereira@gmail.com,IT,New Donald,2024-12-20,Regular,1589.46,113.25,2.6,"Electronics,Home & Garden,Books",False,False,True,2025-01-02
CUST-2025-000108,Emmanuelle,Henck,emmanuelle.henck@gmail.com,US,Jaén,2024-09-12,Regular,627.67,133.47,3.0,"Home & Garden,Books",False,False,True,2025-03-27
CUST-2025-000109,Erika,Tessier,erika.tessier@club-internet.fr,US,Zaragoza,2024-02-03,Budget,557.64,82.4,1.0,Home & Garden,False,True,False,2024-08-09
CUST-2025-000110,Léon,Lemoine,léon.lemoine@gmail.com,FR,Soria,2024-10-27,Regular,1401.32,119.62,4.3,"Sports,Home & Garden",False,True,True,2025-12-17
CUST-2025-000111,María Carmen,Deschamps,maría carmen.deschamps@yahoo.com,US,Saint ManonBourg,2025-12-12,Budget,248.58,48.84,1.7,"Electronics,Fashion",False,True,False,2025-12-29
CUST-2025-000112,Jessica,Boutin,jessica.boutin@gmx.de,US,Poulaindan,2023-08-24,Premium,5657.23,332.11,8.3,Home & Garden,True,False,False,2025-03-14
CUST-2025-000113,André,Paris,andré.paris@hotmail.com,DE,Palencia,2025-08-15,Regular,2056.56,181.26,4.9,"Electronics,Books",False,True,True,2025-12-28
CUST-2025-000114,Andrea,Reynolds,andrea.reynolds@hotmail.com,ES,Ciudad,2023-03-15,Regular,1039.08,120.37,4.5,"Fashion,Health & Beauty,Home & Garden",False,True,False,2023-11-05
CUST-2025-000115,Danielle,Williams,danielle.williams@yahoo.com,ES,Raynaud-sur-Perez,2025-02-20,Budget,330.77,48.08,2.6,Fashion,False,False,True,2025-12-12
CUST-2025-000116,Stéphanie,Guzman,stéphanie.guzman@sfr.fr,DE,Wilkersonchester,2024-05-01,Budget,86.41,47.72,1.8,"Books,Electronics,Health & Beauty",False,True,True,2025-07-29
CUST-2025-000117,Ludmila,Thierry,ludmila.thierry@hotmail.com,GB,Sternberg,2024-04-05,Regular,2018.26,187.78,4.9,Health & Beauty,False,False,True,2024-08-17
CUST-2025-000118,Silvestre,Torralba,silvestre.torralba@laposte.net,US,Castellón,2024-05-15,Premium,2538.64,308.17,10.1,"Fashion,Books,Sports",False,False,False,2025-12-03
CUST-2025-000119,Audrey,Lee,audrey.lee@hotmail.com,DE,Woodland,2025-03-04,Premium,5630.53,322.09,7.5,"Books,Electronics,Health & Beauty",False,True,True,2025-11-08
CUST-2025-000120,Vassilios,Charles,vassilios.charles@yahoo.com,US,Hardy-sur-Guichard,2024-07-26,Regular,1051.19,85.29,3.4,"Health & Beauty,Fashion,Electronics",False,False,True,2025-02-27
CUST-2025-000121,Adriana,Renard,adriana.renard@tiscali.fr,FR,Segovia,2024-10-22,Premium,7528.66,441.55,8.9,Home & Garden,False,True,False,2024-11-28
CUST-2025-000122,Hans-Erich,Hays,hans-erich.hays@dbmail.com,CA,Jülich,2023-09-04,Premium,4021.35,285.34,7.0,"Electronics,Books",False,True,False,2024-09-04
CUST-2025-000123,Richard,Báez,richard.báez@gmail.com,US,Melindaview,2024-05-17,Budget,314.42,54.69,2.8,Health & Beauty,False,True,True,2025-12-08
CUST-2025-000124,Agnès,Horne,agnès.horne@hotmail.com,ES,Port Stevenberg,2024-11-28,Enterprise,26062.25,993.14,10.8,Books,True,True,False,2025-08-29
CUST-2025-000125,Mark,Colon,mark.colon@gmx.de,ES,Königs Wusterhausen,2023-04-27,Regular,1391.89,208.44,3.5,"Fashion,Health & Beauty",False,True,True,2023-05-28
CUST-2025-000126,Primitiva,Pärtzelt,primitiva.pärtzelt@googlemail.com,US,Ourense,2023-11-09,Budget,425.23,61.81,2.0,"Electronics,Books,Home & Garden",False,True,True,2025-10-02
CUST-2025-000127,Marcia,Balaguer,marcia.balaguer@hotmail.com,DE,East Matthew,2023-08-05,Budget,387.7,26.64,2.3,"Electronics,Home & Garden,Health & Beauty",False,True,False,2025-03-18
CUST-2025-000128,Encarnacion,Leclercq,encarnacion.leclercq@ifrance.com,US,Höxter,2025-01-21,Budget,395.91,68.76,3.2,Sports,False,True,False,2025-10-24
CUST-2025-000129,Matthew,Bohnbach,matthew.bohnbach@hotmail.com,DE,Huelva,2025-12-28,Budget,440.49,81.72,2.1,Electronics,False,True,False,2025-12-28
CUST-2025-000130,Dennis,Nohlmans,dennis.nohlmans@noos.fr,DE,Pages,2025-03-21,Budget,462.61,99.82,2.0,Health & Beauty,False,False,True,2025-09-24
CUST-2025-000131,Friedrich-Wilhelm,Rossi,friedrich-wilhelm.rossi@gmail.com,US,Madrid,2025-06-26,Regular,1551.81,148.08,3.5,Health & Beauty,False,True,True,2025-10-26
CUST-2025-000132,Thérèse,Carre,thérèse.carre@gmail.com,FR,Blairhaven,2025-12-22,Budget,227.04,23.13,1.7,"Fashion,Books",False,False,True,2025-12-23
CUST-2025-000133,Lucie,Wilson,lucie.wilson@yahoo.de,CA,Lake Christopher,2024-06-08,Enterprise,21714.39,567.97,10.4,"Books,Electronics",False,False,True,2025-08-26
CUST-2025-000134,Jacob,Gregory,jacob.gregory@tiscali.fr,DE,East Monica,2025-06-16,Regular,2300.33,67.54,3.9,"Sports,Health & Beauty",False,False,True,2025-06-18
CUST-2025-000135,Hülya,Steckel,hülya.steckel@hotmail.com,FR,Castellón,2023-10-10,Regular,678.89,109.12,5.8,"Home & Garden,Electronics",False,True,True,2025-09-08
CUST-2025-000136,Volkhard,Meyer,volkhard.meyer@hotmail.com,US,Rathenow,2025-01-07,Regular,1369.3,110.22,4.5,"Sports,Home & Garden",False,True,True,2025-04-30
CUST-2025-000137,Véronique,Núñez,véronique.núñez@tiscali.fr,AU,Penafort,2025-12-28,Regular,2000.46,119.26,5.8,"Electronics,Health & Beauty,Books",False,False,True,2025-12-29
CUST-2025-000138,Violeta,Carpentier,violeta.carpentier@gmail.com,US,Ciudad,2024-11-12,Budget,376.18,66.94,1.4,Fashion,False,False,False,2024-11-29
CUST-2025-000139,Eustaquio,Lebreton,eustaquio.lebreton@hotmail.com,FR,Guipúzcoa,2025-01-26,Regular,387.09,183.35,5.0,"Electronics,Health & Beauty",False,True,True,2025-03-27
CUST-2025-000140,Ema,Barrio,ema.barrio@hotmail.com,FR,Valladolid,2024-08-10,Regular,1834.15,93.09,5.1,"Home & Garden,Fashion",False,False,False,2024-10-17
CUST-2025-000141,Constance,Dumont,constance.dumont@gmail.com,ES,Sigmaringen,2023-11-29,Enterprise,13594.47,949.72,10.0,Home & Garden,False,True,True,2024-09-15
CUST-2025-000142,Ole,Barbero,ole.barbero@gmail.com,ES,Wismar,2024-10-30,Budget,454.54,46.6,2.6,"Fashion,Sports,Home & Garden",False,True,False,2025-03-15
CUST-2025-000143,Adèle,Mathieu,adèle.mathieu@hotmail.com,US,LagardeVille,2025-03-25,Premium,5835.24,410.55,5.7,Health & Beauty,False,True,False,2025-07-31
CUST-2025-000144,Stefanie,Blümel,stefanie.blümel@googlemail.com,AU,Almería,2025-03-31,Premium,3833.09,334.26,8.3,"Electronics,Health & Beauty,Home & Garden",False,False,False,2025-10-01
CUST-2025-000145,Miranda,Maurice,miranda.maurice@gmail.com,US,GalletVille,2025-07-07,Budget,498.31,74.11,2.1,Books,False,True,True,2025-10-05
CUST-2025-000146,Rafaela,Lagarde,rafaela.lagarde@yahoo.com,ES,Vizcaya,2025-09-25,Regular,2111.72,133.1,3.9,"Books,Sports",False,True,True,2025-11-13
CUST-2025-000147,Natalio,Reuter,natalio.reuter@yahoo.com,AU,Hendricksport,2023-05-26,Regular,1389.22,152.55,5.6,Sports,False,True,True,2025-03-05
CUST-2025-000148,Julieta,Cózar,julieta.cózar@dbmail.com,US,Davidmouth,2025-06-15,Regular,2045.35,158.35,3.1,"Books,Health & Beauty",False,False,True,2025-06-19
